model	dataset	trained	epoch_no	perturb_mec	sigma	epsilon	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist mlp	MNIST	False	9	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0151	28.7308	0.0141	0.0002	4773	0:06:02.859811	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0103	33.7350	0.0045	0.0001	2641	0:06:13.560021	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0152	36.6883	0.0023	0.0000	2550	0:06:13.633485	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0124	38.2317	0.0016	0.0001	9972	0:05:58.094954	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0199	34.4418	0.0038	0.0002	3943	0:06:14.261276	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0193	34.8688	0.0034	0.0001	6583	0:06:12.698860	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0083	36.7635	0.0022	0.0001	5131	0:05:18.778285	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0115	41.1056	0.0008	0.0000	8768	0:05:11.076473	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0072	40.0539	0.0010	0.0000	8110	0:04:49.499391	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0034	46.9456	0.0002	0.0000	4533	0:04:10.125619	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0039	37.3774	0.0019	0.0000	1221	0:03:53.606525	torch.float32	1.0
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0193	19.4962	0.1788	0.1837	2315	1:02:16.419173	torch.float32	1.0
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0160	21.0023	0.1264	0.0373	3123	0:56:39.445928	torch.float32	1.0
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0160	19.8919	0.1633	0.0520	1130	0:56:37.504795	torch.float32	1.0
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0127	19.3163	0.1864	0.0160	1097	0:56:34.836400	torch.float32	1.0
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4816	14.2237	0.6022	2.4661	8792	0:52:52.893308	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0053	43.7662	0.0004	0.0000	1904	0:05:02.389674	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0296	25.2441	0.0315	0.0006	9134	0:04:59.169005	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0081	38.3465	0.0015	0.0001	2685	0:04:07.475231	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0033	37.3141	0.0020	0.0001	7831	0:03:29.373517	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0116	36.7586	0.0022	0.0001	6920	0:03:11.551067	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9554	9.5415	1.1707	0.0075	9709	0:04:57.982010	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9515	8.2053	1.5925	0.0041	9507	0:04:13.260174	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9545	8.0359	1.6558	0.0089	6851	0:03:35.878335	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9568	8.9809	1.3320	0.0099	893	0:03:09.864751	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9525	8.0169	1.6631	0.0071	9948	0:03:09.281575	torch.float32	1.0
mnist mlp	MNIST	False	3	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0097	32.1744	0.0064	0.0001	2697	0:03:54.340004	torch.float32	1.0
mnist mlp	MNIST	False	3	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0611	21.8880	0.0682	0.0014	8684	0:03:57.711879	torch.float32	1.0
mnist mlp	MNIST	False	3	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0083	34.0074	0.0042	0.0001	2125	0:04:06.861976	torch.float32	1.0
mnist mlp	MNIST	False	3	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0315	29.0151	0.0132	0.0002	5190	0:04:11.552698	torch.float32	1.0
mnist mlp	MNIST	False	3	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0310	24.7672	0.0351	0.0005	4734	0:04:03.289622	torch.float32	1.0
mnist mlp	MNIST	False	3	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0315	25.9488	0.0268	0.0007	3799	0:04:11.051801	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0014	49.4000	0.0001	0.0000	97	0:09:07.648087	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	51.3371	0.0001	0.0000	6286	0:09:50.433197	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0048	43.0570	0.0005	0.0000	7830	0:08:55.523914	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0018	49.7943	0.0001	0.0000	32	0:08:43.903865	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0057	39.6640	0.0011	0.0000	139	0:08:38.011493	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0005	57.0509	0.0000	0.0000	1526	0:07:50.720915	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0023	46.4025	0.0002	0.0000	3356	0:07:52.459705	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	47.8230	0.0002	0.0000	7068	0:07:04.547509	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0046	44.1453	0.0004	0.0000	2551	0:08:03.950387	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	78.3702	0.0000	0.0000	9647	0:08:56.574222	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0120	39.6844	0.0011	0.0000	3728	0:07:37.600222	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0168	40.6299	0.0009	0.0001	682	0:07:37.267442	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0008	42.0904	0.0007	0.0000	2970	0:06:32.073747	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0060	28.4375	0.0151	0.0001	7543	0:06:21.167368	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0281	31.6755	0.0072	0.0001	6957	0:05:21.273915	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0173	32.1439	0.0064	0.0001	4600	0:04:58.456742	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0052	37.7209	0.0018	0.0000	769	0:03:47.562225	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0158	35.2202	0.0032	0.0001	5148	0:03:55.808333	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0147	31.4898	0.0075	0.0001	5818	0:06:19.916556	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0447	32.2549	0.0063	0.0001	5154	0:05:36.311746	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0230	30.8234	0.0087	0.0002	4557	0:04:36.723711	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	40.0581	0.0010	0.0000	3242	0:03:54.007942	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_bGaussAWeig21	5e-06	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0112	34.6051	0.0036	0.0001	3759	0:04:11.774306	torch.float32	1.0
mnist mlp	MNIST	False	9	ALG_rRResAWeig21	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9566	8.9009	1.3568	0.0080	3617	0:06:22.198964	torch.float32	1.0
resnet34	CIFAR10	False	4	ALG_rGaussAWeig19	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0058	24.6661	0.0544	2.4976	5442	0:50:21.627349	torch.float32	1.0
resnet34	CIFAR10	False	4	ALG_rGaussAWeig19	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0058	24.7872	0.0529	0.0025	2711	0:57:29.159220	torch.float32	1.0
resnet34	CIFAR10	False	4	ALG_rGaussAWeig19	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0058	24.4542	0.0571	4.2554	5982	0:38:55.497556	torch.float32	1.0
resnet34	CIFAR10	False	4	ALG_rGaussAWeig19	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0058	30.6603	0.0137	0.0349	1337	0:38:47.674351	torch.float32	1.0
resnet34	CIFAR10	False	4	ALG_rGaussAWeig19	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0048	28.4564	0.0227	0.1670	1310	0:53:56.502581	torch.float32	1.0
resnet34	CIFAR10	False	4	ALG_rGaussAWeig19	5e-06	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0229	13.4419	0.7210	74.8619	5372	0:58:11.133554	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0506	24.1308	0.0407	0.0011	7775	0:05:35.701817	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0459	25.9717	0.0266	0.0007	961	0:05:44.042355	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0276	29.9782	0.0106	0.0002	3006	0:05:47.733370	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0713	23.9255	0.0427	0.0012	9362	0:05:46.716444	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0190	27.9558	0.0169	0.0004	5496	0:04:38.026398	torch.float32	1.0
mnist mlp	MNIST	False	5	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0284	23.6359	0.0456	0.0006	4968	0:04:04.524746	torch.float32	1.0
mnist cnn	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0027	46.9706	0.0002	0.0000	2444	0:13:33.250954	torch.float32	1.0
mnist cnn	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	63.3885	0.0000	0.0000	4897	0:12:07.448904	torch.float32	1.0
mnist cnn	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0019	47.3489	0.0002	0.0000	7296	0:12:09.392943	torch.float32	1.0
mnist cnn	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0099	42.7759	0.0006	0.0000	5616	0:12:01.073129	torch.float32	1.0
mnist cnn	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0054	43.2744	0.0005	0.0000	1009	0:11:00.314772	torch.float32	1.0
mnist cnn	MNIST	False	7	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0048	42.1980	0.0006	0.0000	8076	0:11:48.433293	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	73.0127	0.0000	0.0000	2990	0:06:04.214251	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0033	40.2421	0.0010	0.0000	9686	0:04:18.579082	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0055	39.4182	0.0012	0.0000	417	0:03:29.474602	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0040	43.8591	0.0004	0.0000	5606	0:04:33.339075	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0041	52.0106	0.0001	0.0000	2228	0:04:34.726563	torch.float32	1.0
mnist cnn	MNIST	False	3	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0083	39.5646	0.0012	0.0000	7057	0:05:05.092261	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0018	45.2619	0.0003	0.0000	1942	0:14:57.289061	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0052	42.9220	0.0005	0.0000	7432	0:13:03.584083	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	75.5824	0.0000	0.0000	4808	0:13:14.687509	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0030	41.7781	0.0007	0.0000	1721	0:11:53.837713	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0034	44.5101	0.0004	0.0000	5926	0:10:54.960601	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0001	65.3704	0.0000	0.0000	6106	0:11:55.433126	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0040	43.8886	0.0004	0.0000	436	0:13:00.647430	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0065	47.0347	0.0002	0.0000	290	0:12:56.563417	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0006	56.0475	0.0000	0.0000	278	0:11:04.190146	torch.float32	1.0
mnist cnn	MNIST	False	5	ALG_No_Weig	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0035	43.0236	0.0005	0.0000	9759	0:08:51.833331	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0324	24.0640	0.0413	0.0005	3965	0:07:19.714796	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0200	25.7910	0.0278	0.0009	2234	0:07:31.000925	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0467	25.0311	0.0331	0.0003	2626	0:07:25.658197	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0188	31.9123	0.0068	0.0002	1503	0:05:51.255576	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0294	23.8128	0.0438	0.0007	8078	0:04:48.698517	torch.float32	1.0
mnist mlp	MNIST	False	7	ALG_eGaussAGrad22	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0242	30.5061	0.0094	0.0002	712	0:04:08.645802	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0003	58.0675	0.0000	0.0000	8662	0:16:27.265221	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0036	46.6283	0.0002	0.0000	5096	0:15:23.179154	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0014	46.7052	0.0002	0.0000	1430	0:15:06.173656	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0002	62.9050	0.0000	0.0000	5383	0:13:55.822404	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0044	44.6004	0.0004	0.0000	2728	0:14:09.580565	torch.float32	1.0
mnist cnn	MNIST	False	9	ALG_rGaussAGrad16	1e-05	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0029	44.7252	0.0004	0.0000	1702	0:13:07.672186	torch.float32	1.0
resnet34	CIFAR10	False	4	ALG_NoGaussSGD	0.0004	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0242	16.6327	0.3458	17.8315	3759	0:30:14.617652	torch.float32	1.0		
resnet34	CIFAR10	False	4	ALG_NoGaussSGD	0.0004	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0241	14.8964	0.5158	0.0148	7746	0:30:03.118382	torch.float32	1.0		
resnet34	CIFAR10	False	4	ALG_NoGaussSGD	0.0004	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0090	24.0563	0.0626	1.2610	7051	0:29:51.068282	torch.float32	1.0		
resnet34	CIFAR10	False	4	ALG_NoGaussSGD	0.0004	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0191	16.2128	0.3809	0.1116	4499	0:29:49.615654	torch.float32	1.0		
resnet34	CIFAR10	False	4	ALG_NoGaussSGD	0.0004	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0369	10.9307	1.2854	135.0478	2611	0:29:44.033856	torch.float32	1.0		
resnet34	CIFAR10	False	4	ALG_NoGaussSGD	0.0004	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0245	15.6827	0.4304	21.7125	9919	0:29:43.276978	torch.float32	1.0		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0544	12.7564	0.8442	0.1437	4739	0:17:09.624665	torch.float32	0.999501645565033		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0644	9.9393	1.6150	11.6524	5425	0:16:55.156456	torch.float32	0.999501645565033		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0697	10.9116	1.2911	5.5047	5355	0:17:06.127046	torch.float32	0.999501645565033		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0665	12.0717	0.9884	13.0923	2808	0:17:00.450708	torch.float32	0.999501645565033		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0559	12.1052	0.9808	0.2484	1054	0:16:59.069213	torch.float32	0.999501645565033		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0551	21.8750	0.1034	0.0321	9678	0:17:02.644724	torch.float32	0.999501645565033		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0096	28.9812	0.0201	0.0377	748	0:17:09.889091	torch.float32	0.9999510645866394		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0143	22.7684	0.0842	1.6311	7709	0:17:07.595466	torch.float32	0.9999510645866394		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0100	22.3025	0.0937	1.7211	7549	0:17:11.712961	torch.float32	0.9999510645866394		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0152	17.5242	0.2816	8.6943	4745	0:17:21.780456	torch.float32	0.9999510645866394		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0121	26.9903	0.0318	0.0079	8847	0:17:20.164892	torch.float32	0.9999510645866394		
resnet34	CIFAR10	False	2	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0110	20.7996	0.1325	13.2750	8421	0:17:23.274413	torch.float32	0.9999510645866394		
resnet18	CIFAR10	False	4	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0118	25.6663	0.0432	0.0003	472	0:18:04.714546	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0168	29.4385	0.0181	0.0001	5304	0:29:58.876473	torch.float32	1.0		
resnet18	CIFAR10	False	4	ALG_No_Weig	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0111	28.5012	0.0225	0.0004	3375	0:42:47.741208	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0171	25.2145	0.0479	0.0003	6243	0:39:30.439781	torch.float32	0.9999512434005737		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0376	21.2427	0.1196	0.0001	5276	0:37:43.727117	torch.float32	1.0		
mnist mlp	MNIST	False	1	ALG_NoGaussSGD	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	68.2074	0.0000	0.0000	5250	0:00:58.658988	torch.float32	1.0		
